id,nombre,apellidoPaterno,apellidoMaterno,ci,fechaNacimiento,telefono,sexo,direccion,email,email_verified_at,password,type,remember_token,created_at,updated_at
970,LILIANA,CHAVEZ,SUAREZ,8128394,'1989-08-14',74126864,F,AV. CENTENARIO 808. CUARTO ANILLO,LILIANACHAVEZSUAREZ@gmail.com,,8128394,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
971,ADEMAR,COLQUE,RODRIGUEZ,12600947,'1983-06-27',74126865,M,CALLE BALLIVIÁN 606,ADEMARCOLQUERODRIGUEZ@gmail.com,,12600947,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
972,JESSICA,ROJAS,ECHAGUE,11404279,'1984-05-15',74126866,F,CALLE BALLIVIÁN 606,JESSICAROJASECHAGUE@gmail.com,,11404279,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
973,LUIS,COLQUE,RUIZ,12389044,'1984-11-10',74126867,M,AV. INDEPENDENCIA 666,LUISCOLQUERUIZ@gmail.com,,12389044,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
974,MARIELY,YUJRA,PEÑA,13602947,'1983-03-07',74126868,F,AV. INDEPENDENCIA 666,MARIELYYUJRAPEÑA@gmail.com,,13602947,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
975,LAUREANO,CONDORI,SALVATIERRA,14128925,'1982-11-10',74126869,M,Calle Lucía Rivera 707,LAUREANOCONDORISALVATIERRA@gmail.com,,14128925,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
976,EVA,BAUTISTA,CONDORI,9028308,'1983-04-16',74126870,F,Calle Lucía Rivera 707,EVABAUTISTACONDORI@gmail.com,,9028308,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
977,ADEMAR,CORDOVA,TORRICO,8930992,'1984-11-08',74126871,M,AV. PARAGUÁ 808,ADEMARCORDOVATORRICO@gmail.com,,8930992,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
978,MARIELA,MACHADO,SAUCEDO,12349447,'1984-11-14',74126872,F,AV. PARAGUÁ 808,MARIELAMACHADOSAUCEDO@gmail.com,,12349447,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
979,JULIO,CORI,VACA,13487269,'1983-04-10',74126873,M,AV. SEGUNDA ANILLO 707,JULIOCORIVACA@gmail.com,,13487269,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
980,NELLY,MONTAÑO,SILES,11333592,'1983-02-24',74126874,F,AV. SEGUNDA ANILLO 707,NELLYMONTAÑOSILES@gmail.com,,11333592,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
981,MAXIMO,CORIA,VALDIVIA,7661639,'1983-02-04',74126875,M,CALLE SUCRE 909,MAXIMOCORIAVALDIVIA@gmail.com,,7661639,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
982,MERY,CRUZ,GOMEZ,13238999,'1984-12-17',74126876,F,CALLE SUCRE 909,MERYCRUZGOMEZ@gmail.com,,13238999,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
983,MARCO,CORNEJO,AGUIRRE,14239262,'1984-07-19',74126877,M,Av. Cañoto 808,MARCOCORNEJOAGUIRRE@gmail.com,,14239262,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
984,CARMEN,HERRERA,AGUIRRE,9626840,'1983-05-18',74126878,F,Av. Cañoto 808,CARMENHERRERAAGUIRRE@gmail.com,,9626840,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
985,JOSE,CORONADO,ALMARAZ,7520294,'1984-09-10',74126879,M,CALLE BOQUERÓN 909,JOSECORONADOALMARAZ@gmail.com,,7520294,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
986,VIANKA,TICONA,CUELLAR,9767768,'1983-06-07',74126880,F,CALLE BOQUERÓN 909,VIANKATICONACUELLAR@gmail.com,,9767768,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
987,JOSE,CORTES,BARBOZA,14128954,'1984-03-18',74126881,M,CALLE COLÓN 777,JOSECORTESBARBOZA@gmail.com,,14128954,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
988,SANDRA,LOAYZA,ASPETTY,15105632,'1983-01-26',74126882,F,CALLE COLÓN 777,SANDRALOAYZAASPETTY@gmail.com,,15105632,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
989,FELIX,CORTEZ,FUERTES,13046081,'1984-09-26',74126883,M,CALLE PARI 787,FELIXCORTEZFUERTES@gmail.com,,13046081,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
990,EDITH,BARRIENTOS,MOLINA,13176392,'1984-05-25',74126884,F,CALLE PARI 787,EDITHBARRIENTOSMOLINA@gmail.com,,13176392,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
991,GIOVANNY,CORTEZ,GALARZA,9010509,'1983-03-16',74126885,M,CALLE BOLÍVAR 787,GIOVANNYCORTEZGALARZA@gmail.com,,9010509,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
992,ANNY,LLANOS,VACA,8161765,'1983-01-31',74126886,F,CALLE BOLÍVAR 787,ANNYLLANOSVACA@gmail.com,,8161765,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
993,ELOY,COTA,GOMEZ,8065167,'1984-08-08',74126887,M,AV. OCTAVO ANILLO 333,ELOYCOTAGOMEZ@gmail.com,,8065167,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
994,ELLY,CHOQUE,ALCON,7733734,'1982-03-13',74126888,F,AV. OCTAVO ANILLO 333,ELLYCHOQUEALCON@gmail.com,,7733734,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
995,JACOB,CRESPO,GOMEZ,14128764,'1983-02-05',74126889,M,AV. SANTOS DUMONT 111,JACOBCRESPOGOMEZ@gmail.com,,14128764,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
996,ISABEL,MOCHO,JUSTINIANO,14129434,'1984-04-10',74126890,F,AV. SANTOS DUMONT 111,ISABELMOCHOJUSTINIANO@gmail.com,,14129434,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
997,ANTONIO,CRUZ,MARTINEZ,8140852,'1984-08-10',74126891,M,AV. OCTAVO ANILLO 121,ANTONIOCRUZMARTINEZ@gmail.com,,8140852,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
998,MAMI,CRUZ,MOROMIZATO,9635442,'1984-05-28',74126892,F,AV. OCTAVO ANILLO 121,MAMICRUZMOROMIZATO@gmail.com,,9635442,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
999,FIORI,CRUZ,MEJIA,9041035,'1984-07-01',74126893,M,CALLE BALLIVIÁN 202,FIORICRUZMEJIA@gmail.com,,9041035,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1000,ADA,PEREZ,JIMENEZ,16295755,'1983-02-27',74126894,F,CALLE BALLIVIÁN 202,ADAPEREZJIMENEZ@gmail.com,,16295755,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1001,CLEVER,CUELLAR,MORON,9767769,'1983-03-02',74126895,M,AV. PRIMAVERA 888,CLEVERCUELLARMORON@gmail.com,,9767769,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1002,MARIA,ALI,SERON,14391153,'1983-03-08',74126896,F,AV. PRIMAVERA 888,MARIAALISERON@gmail.com,,14391153,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1003,ORLANDO,CUELLAR,PINTO,14560070,'1984-12-07',74126897,M,Calle Colón 909,ORLANDOCUELLARPINTO@gmail.com,,14560070,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1004,ROSA,JUSTINIANO,ENRRIQUEZ,14560069,'1984-11-17',74126898,F,Calle Colón 909,ROSAJUSTINIANOENRRIQUEZ@gmail.com,,14560069,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1005,MARCO,CUIZA,ROCABADO,9029734,'1983-02-25',74126899,M,AV. VIRGEN DE COTOCA 343,MARCOCUIZAROCABADO@gmail.com,,9029734,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1006,PATRICIA,JUSTINIANO,VACA,9053113,'1984-08-05',74126900,F,AV. VIRGEN DE COTOCA 343,PATRICIAJUSTINIANOVACA@gmail.com,,9053113,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1007,WALTER,CUIZA,SCHEIDL,9805159,'1983-06-29',74126901,M,CALLE JUNÍN 444,WALTERCUIZASCHEIDL@gmail.com,,9805159,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1008,INGRID,VARGAS,VACA,9757574,'1984-11-27',74126902,F,CALLE JUNÍN 444,INGRIDVARGASVACA@gmail.com,,9757574,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1009,LUIS,DALENCAR,SOSA,6397364,'1983-01-02',74126903,M,AV. BANZER 111,LUISDALENCARSOSA@gmail.com,,6397364,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1010,VIVIAN,RODRIGUEZ,ALMENDRAS,9745062,'1984-10-15',74126904,F,AV. BANZER 111,VIVIANRODRIGUEZALMENDRAS@gmail.com,,9745062,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1011,EDY,DAZA,TORRICO,13601221,'1984-10-17',74126905,M,CALLE ESPAÑA 222,EDYDAZATORRICO@gmail.com,,13601221,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1012,GLADYS,ESPADA,CARBALLO,14129387,'1983-06-05',74126906,F,CALLE ESPAÑA 222,GLADYSESPADACARBALLO@gmail.com,,14129387,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1013,JUAN,DAZA,VENTURA,14390928,'1983-06-13',74126907,M,CALLE INDEPENDENCIA 454,JUANDAZAVENTURA@gmail.com,,14390928,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1014,MARTHA,MORENO,SILES,8210622,'1983-02-19',74126908,F,CALLE INDEPENDENCIA 454,MARTHAMORENOSILES@gmail.com,,8210622,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1015,OSCAR,DELAGUILA,ALBERTO,12822496,'1983-01-27',74126909,M,AVENIDA PIRAÍ N° 654,OSCARDELAGUILAALBERTO@gmail.com,,12822496,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1016,MARTHA,HUARACHI,CORREA,13366694,'1983-06-23',74126910,F,AVENIDA PIRAÍ N° 654,MARTHAHUARACHICORREA@gmail.com,,13366694,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1017,IVERTH,DELGADILLO,CALLE,9745060,'1983-03-23',74126911,M,CALLE SUCRE 505,IVERTHDELGADILLOCALLE@gmail.com,,9745060,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1018,PATRICIA,MALDONADO,ARTEAGA,9641982,'1983-03-15',74126912,F,CALLE SUCRE 505,PATRICIAMALDONADOARTEAGA@gmail.com,,9641982,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1019,MARCO,DIAZ,CAMARGO,8242983,'1983-01-26',74126913,M,CALLE TARIJA N° 951,MARCODIAZCAMARGO@gmail.com,,8242983,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1020,MONICA,JOU,ALMANZA,12386829,'1984-05-13',74126914,F,CALLE TARIJA N° 951,MONICAJOUALMANZA@gmail.com,,12386829,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1021,EDWIN,DIEZ,CASTRO,8231936,'1984-10-24',74126915,M,AV. NOVENO ANILLO,EDWINDIEZCASTRO@gmail.com,,8231936,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1022,ROSA,MANGUIA,PEREIRA,14250664,'1984-12-06',74126916,F,AV. NOVENO ANILLO,ROSAMANGUIAPEREIRA@gmail.com,,14250664,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1023,EDSON,DIEZ,CLAROS,9845509,'1984-05-25',74126917,M,CALLE SUÁREZ ARANA 232,EDSONDIEZCLAROS@gmail.com,,9845509,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1024,ANA,PAREDES,SAUREZ,8060547,'1984-07-29',74126918,F,CALLE SUÁREZ ARANA 232,ANAPAREDESSAUREZ@gmail.com,,8060547,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1025,YONI,DORADO,COIMBRA,12666184,'1984-07-16',74126919,M,CALLE LIBERTAD N° 123,YONIDORADOCOIMBRA@gmail.com,,12666184,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1026,MARIA,DORADO,ALPIRE,14390849,'1983-05-04',74126920,F,CALLE LIBERTAD N° 123,MARIADORADOALPIRE@gmail.com,,14390849,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1027,HERMOGENES,DORADO,CONDORI,9046984,'1982-05-23',74126921,M,AV. ROCA Y CORONADO 232,HERMOGENESDORADOCONDORI@gmail.com,,9046984,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1028,AMALIA,GALVIZ,HURTADO,9835734,'1984-09-20',74126922,F,AV. ROCA Y CORONADO 232,AMALIAGALVIZHURTADO@gmail.com,,9835734,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1029,WILMER,DORADO,FLORES,9002706,'1983-02-28',74126923,M,CALLE MERCADO 999,WILMERDORADOFLORES@gmail.com,,9002706,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1030,MARIA,GARCIA,COA,14001518,'1982-10-21',74126924,F,CALLE MERCADO 999,MARIAGARCIACOA@gmail.com,,14001518,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1031,FRANKLIN,DORADO,GARCIA,14390205,'1989-09-17',74126925,M,Calle Prolongación Alemana 343,FRANKLINDORADOGARCIA@gmail.com,,14390205,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1032,MARLENE,MONTERO,AYALA,8466935,'1982-12-16',74126926,F,Calle Prolongación Alemana 343,MARLENEMONTEROAYALA@gmail.com,,8466935,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1033,FERNANDO,DORADO,GOMEZ,13141162,'1989-12-13',74126927,M,CALLE ANICETO ARCE 444,FERNANDODORADOGOMEZ@gmail.com,,13141162,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1034,LUCIA,PUTARE,CARBAJAL,9670885,'1982-08-08',74126928,F,CALLE ANICETO ARCE 444,LUCIAPUTARECARBAJAL@gmail.com,,9670885,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1035,HARRISON,DURAN,GUTIERREZ,12822560,'1982-09-29',74126929,M,CALLE GUARAYOS 808,HARRISONDURANGUTIERREZ@gmail.com,,12822560,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1036,MIRIAM,ANTELO,FERNANDEZ,9377296,'1984-06-16',74126930,F,CALLE GUARAYOS 808,MIRIAMANTELOFERNANDEZ@gmail.com,,9377296,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1037,ADEMAR,DURAN,GUTIERREZ,9603900,'1984-01-09',74126931,M,AV. 24 DE SEPTIEMBRE 555,ADEMARDURANGUTIERREZ@gmail.com,,9603900,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1038,CARMEN,FLORES,HINOJOSA,8225176,'1982-10-21',74126932,F,AV. 24 DE SEPTIEMBRE 555,CARMENFLORESHINOJOSA@gmail.com,,8225176,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1039,OMAR,DURAN,GUZMAN,7828436,'1982-07-29',74126933,M,Av. La Salle 454,OMARDURANGUZMAN@gmail.com,,7828436,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1040,SANDRA,MERCADO,PEREZ,8894147,'1982-06-03',74126934,F,Av. La Salle 454,SANDRAMERCADOPEREZ@gmail.com,,8894147,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1041,PABLO,ECTCHEVERY,HERRERA,9786239,'1982-11-12',74126935,M,CALLE LIBERTAD 666,PABLOECTCHEVERYHERRERA@gmail.com,,9786239,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1042,BELSA,FLORES,GIL,9835164,'1984-05-07',74126936,F,CALLE LIBERTAD 666,BELSAFLORESGIL@gmail.com,,9835164,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1043,VICTOR,EGUEZ,JALDIN,13670294,'1984-03-07',74126937,M,AVENIDA VIRGEN DE LUJÁN N° 357,VICTOREGUEZJALDIN@gmail.com,,13670294,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1044,ISABEL,FERNANDEZ,CASTEDO,9718630,'1984-06-14',74126938,F,AVENIDA VIRGEN DE LUJÁN N° 357,ISABELFERNANDEZCASTEDO@gmail.com,,9718630,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1045,JESUS,ESCALANTE,LANGUIDEY,8924931,'1984-04-14',74126939,M,AV. 10 DE NOVIEMBRE 777,JESUSESCALANTELANGUIDEY@gmail.com,,8924931,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1046,RAMONA,GUTIERREZ,SUAREZ,14390289,'1984-01-01',74126940,F,AV. 10 DE NOVIEMBRE 777,RAMONAGUTIERREZSUAREZ@gmail.com,,14390289,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1047,RIBELINO,ESCALIER,MARTINEZ,9744292,'1984-05-19',74126941,M,AVENIDA IRALA N° 456,RIBELINOESCALIERMARTINEZ@gmail.com,,9744292,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1048,LIZETH,JUSTINIANO,CLAROS,12663770,'1984-04-16',74126942,F,AVENIDA IRALA N° 456,LIZETHJUSTINIANOCLAROS@gmail.com,,12663770,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1049,ALEJANDRO,ESPINATO,BECERRA,12822235,'1984-02-27',74126943,M,AV. CRISTO REDENTOR 111. SEXTO ANILLO,ALEJANDROESPINATOBECERRA@gmail.com,,12822235,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1050,SUSANA,MOZA,BERNAL,13239772,'1982-12-11',74126944,F,AV. CRISTO REDENTOR 111. SEXTO ANILLO,SUSANAMOZABERNAL@gmail.com,,13239772,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1051,ISRAEL,ESPINOZA,MERCADO,7828474,'1984-03-05',74126945,M,CALLE COLÓN N° 258,ISRAELESPINOZAMERCADO@gmail.com,,7828474,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1052,MIRIAN,MENACHO,GARCIA,9706230,'1984-03-26',74126946,F,CALLE COLÓN N° 258,MIRIANMENACHOGARCIA@gmail.com,,9706230,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1053,LUIS,ESPINOZA,MOZO,8976510,'1982-07-23',74126947,M,AV. TERCER ANILLO 909,LUISESPINOZAMOZO@gmail.com,,8976510,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1054,KARINA,PALACIOS,CLAROS,9622956,'1984-01-05',74126948,F,AV. TERCER ANILLO 909,KARINAPALACIOSCLAROS@gmail.com,,9622956,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1055,LUIS,ESQUIVEL,PADILLA,9639319,'1982-11-27',74126949,M,CALLE GUARAYOS 232,LUISESQUIVELPADILLA@gmail.com,,9639319,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1056,KATHERINE,CUELLAR,SUAREZ,14001502,'1984-06-30',74126950,F,CALLE GUARAYOS 232,KATHERINECUELLARSUAREZ@gmail.com,,14001502,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1057,CARLOS,FERNANDEZ,PEÑA,7730800,'1989-03-11',74126951,M,AV. SAN MARTÍN 555,CARLOSFERNANDEZPEÑA@gmail.com,,7730800,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1058,MARY,CABELLO,LEON,13488394,'1984-04-05',74126952,F,AV. SAN MARTÍN 555,MARYCABELLOLEON@gmail.com,,13488394,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1059,MIGUEL,FERNANDEZ,ROCA,13486986,'1982-08-18',74126953,M,AV. OCTAVO ANILLO 898,MIGUELFERNANDEZROCA@gmail.com,,13486986,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1060,LILY,LIMON,GARCIA,13486835,'1982-09-10',74126954,F,AV. OCTAVO ANILLO 898,LILYLIMONGARCIA@gmail.com,,13486835,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1061,DILSON,FERNANDEZ,ROCA,7851294,'1984-05-24',74126955,M,Av. Cristóbal de Mendoza 111,DILSONFERNANDEZROCA@gmail.com,,7851294,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1062,NADEZCA,PADILLA,CUELLAR,15327997,'1982-12-22',74126956,F,Av. Cristóbal de Mendoza 111,NADEZCAPADILLACUELLAR@gmail.com,,15327997,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1063,ROLANDO,FERNANDEZ,SEGOBIA,15327989,'1982-03-17',74126957,M,CALLE MERCADO 888,ROLANDOFERNANDEZSEGOBIA@gmail.com,,15327989,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1064,YENY,SOLIZ,VILLARROEL,7829630,'1982-05-30',74126958,F,CALLE MERCADO 888,YENYSOLIZVILLARROEL@gmail.com,,7829630,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1065,ADEMAR,FLORES,TORRICO,6324367,'1982-09-01',74126959,M,CALLE FLORIDA 606. TERCER ANILLO,ADEMARFLORESTORRICO@gmail.com,,6324367,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1066,ANA,AJHATTA,ROMERO,9658421,'1984-04-15',74126960,F,CALLE FLORIDA 606. TERCER ANILLO,ANAAJHATTAROMERO@gmail.com,,9658421,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1067,RONALD,FLORES,TORRICO,9041931,'1984-03-12',74126961,M,CALLE BENI 707,RONALDFLORESTORRICO@gmail.com,,9041931,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1068,ROSE,BARRIGA,ORTUÑO,11300387,'1984-01-19',74126962,F,CALLE BENI 707,ROSEBARRIGAORTUÑO@gmail.com,,11300387,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1069,RUBEN,FLORES,VACA,7749175,'1989-09-10',74126963,M,AV. TRES PASOS AL FRENTE 333,RUBENFLORESVACA@gmail.com,,7749175,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1070,MARIA,CHACON,CHAVEZ,7788322,'1984-06-05',74126964,F,AV. TRES PASOS AL FRENTE 333,MARIACHACONCHAVEZ@gmail.com,,7788322,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1071,ANGEL,FLORES,VEGA,14390088,'1982-09-08',74126965,M,AVENIDA LOS CUSIS N° 369,ANGELFLORESVEGA@gmail.com,,14390088,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1072,ANY,CONTRERAS,ORTIZ,9699848,'1982-08-16',74126966,F,AVENIDA LOS CUSIS N° 369,ANYCONTRERASORTIZ@gmail.com,,9699848,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1073,VICENTE,FLORES,LOPEZ,8163787,'1982-12-21',74126967,M,AV. ALEMANA 898,VICENTEFLORESLOPEZ@gmail.com,,8163787,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1074,BLANCA,CUIZA,HURTADO,12725352,'1982-03-31',74126968,F,AV. ALEMANA 898,BLANCACUIZAHURTADO@gmail.com,,12725352,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1075,ADREMIRO,FLORES,CABEZAS,9658389,'1982-12-30',74126969,M,CALLE AROMA 404,ADREMIROFLORESCABEZAS@gmail.com,,9658389,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1076,SIXTA,DURAN,ROJAS,7758706,'1982-03-10',74126970,F,CALLE AROMA 404,SIXTADURANROJAS@gmail.com,,7758706,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1077,TITO,FLORES,COLQUE,12821645,'1990-09-15',74126971,M,CALLE ÑUFLO DE CHÁVEZ 454,TITOFLORESCOLQUE@gmail.com,,12821645,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1078,MIRTHA,FUENTES,HURTADO,7771361,'1982-10-03',74126972,F,CALLE ÑUFLO DE CHÁVEZ 454,MIRTHAFUENTESHURTADO@gmail.com,,7771361,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1079,OSVALDO,FLORES,FERNANDEZ,8920218,'1984-01-24',74126973,M,CALLE WARNES 777. QUINTO ANILLO,OSVALDOFLORESFERNANDEZ@gmail.com,,8920218,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1080,ROCIO,JUSTINIANO,NOGALES,8251254,'1984-05-04',74126974,F,CALLE WARNES 777. QUINTO ANILLO,ROCIOJUSTINIANONOGALES@gmail.com,,8251254,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1081,DAVID,FLORES,GARCIA,9654458,'1984-03-02',74126975,M,CALLE PARI 333,DAVIDFLORESGARCIA@gmail.com,,9654458,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1082,LUISA,LEON,HURTADO,9658457,'1984-05-29',74126976,F,CALLE PARI 333,LUISALEONHURTADO@gmail.com,,9658457,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1083,ROLANDO,FLORES,GOMEZ,9654629,'1982-01-25',74126977,M,AV. NOVENO ANILLO 606,ROLANDOFLORESGOMEZ@gmail.com,,9654629,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1084,ROXANA,LOAYZA,JUSTINIANO,9644345,'1982-07-10',74126978,F,AV. NOVENO ANILLO 606,ROXANALOAYZAJUSTINIANO@gmail.com,,9644345,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1085,FELIX,FLORES,MONTAÑO,8892722,'1989-04-25',74126979,M,CALLE JUNÍN 909,FELIXFLORESMONTAÑO@gmail.com,,8892722,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1086,MARGARITA,MAMANI,PEREZ,9757575,'1982-08-05',74126980,F,CALLE JUNÍN 909,MARGARITAMAMANIPEREZ@gmail.com,,9757575,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1087,FIDEL,FLORES,NINA,8920096,'1982-08-07',74126981,M,AV. 6 DE AGOSTO 303,FIDELFLORESNINA@gmail.com,,8920096,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1088,MARIA,PADILLA,SANCHEZ,9773007,'1984-01-27',74126982,F,AV. 6 DE AGOSTO 303,MARIAPADILLASANCHEZ@gmail.com,,9773007,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1089,TEDY,FLORES,PALACIOS,14002151,'1984-01-19',74126983,M,AV. CUARTO ANILLO 222,TEDYFLORESPALACIOS@gmail.com,,14002151,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1090,MARIA,PARADA,BARRETO,9041008,'1982-12-29',74126984,F,AV. CUARTO ANILLO 222,MARIAPARADABARRETO@gmail.com,,9041008,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
1091,REYNOLD,FLORES,PARADA,11320854,'1982-08-03',74126985,M,CALLE BOLÍVAR 666,REYNOLDFLORESPARADA@gmail.com,,11320854,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
