id,nombre,apellidoPaterno,apellidoMaterno,ci,fechaNacimiento,telefono,sexo,direccion,email,email_verified_at,password,type,remember_token,created_at,updated_at
914,RUTH,VILLCA,CACERES,9744999,'1983-04-17',74126808,F,Av. Tres Pasos al Frente 404,RUTHVILLCACACERES@gmail.com,,$2y$10$.U15WxlS5Ug.qCG/4h73au4n1pxkOtFZRZ6.SA1DE/dKs4ngAxNrm,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
915,JOSE,CAREAGA,ESCALANTE,9745000,'1983-10-05',74126809,M,CALLE ÑUFLO DE CHÁVEZ 909,JOSECAREAGAESCALANTE@gmail.com,,$2y$10$/EInQsBBly2tHb0W5smsS.tyTi2gSSwZlwtgza8N2e3tKs2CTWcKS,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
916,MARIA,TERAN,CESPEDES,12981709,'1983-04-13',74126810,F,CALLE ÑUFLO DE CHÁVEZ 909,MARIATERANCESPEDES@gmail.com,,$2y$10$MsZ8Qk3FJ48WukaR9CuYBuscMk5lq45Yr9Ir.U3XvNJOFm0/lqV6W,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
917,JOSE,CARLO,GIUS,12599941,'1983-02-22',74126811,M,CALLE COCHABAMBA 787,JOSECARLOGIUS@gmail.com,,$2y$10$hJbXDcjhCtrkao5GjIn7/O0k/QpkHcGH5kDidEEYtWC6HhYcU3u9K,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
918,ALEJANDRA,ARI,PARADA,8140025,'1983-09-11',74126812,F,CALLE COCHABAMBA 787,ALEJANDRAARIPARADA@gmail.com,,$2y$10$XqWVwXiKTE5KKeX.Rn782O6Bo/uOb.1OL5PmbTBIf.3k7hoYfPUCm,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
919,JUAN,CARMONA,JIMENEZ,11333736,'1983-01-29',74126813,M,CALLE LIBERTAD 999,JUANCARMONAJIMENEZ@gmail.com,,$2y$10$gBrhqCIzxKFpncHcPHyqmuQxrO1SY13moWiDead/YTFX1AwnPN0b.,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
920,ROSA,FLORES,CHOQUE,14128051,'1983-05-10',74126814,F,CALLE LIBERTAD 999,ROSAFLORESCHOQUE@gmail.com,,$2y$10$Yi/4T.d0k8hXb5FqhwDmk.Z2VAPuH25pCVgaoaDnPjCID2H5IzHrW,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
921,MAURICIO,CARRILLO,MARTINEZ,14745091,'1983-03-03',74126815,M,AV. SEXTO ANILLO 909,MAURICIOCARRILLOMARTINEZ@gmail.com,,$2y$10$1omDf6AAwOwUCKyg1snG1e8VFojE5683hFdXoiZn1xqeV8R6ZiTcu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
922,LEIDY,ROMERO,MEDINA,14559576,'1983-12-28',74126816,F,AV. SEXTO ANILLO 909,LEIDYROMEROMEDINA@gmail.com,,$2y$10$cTkYO2Beb3sakTDi3MxPmOxD4Lv.hzZToHBnWu031lVXMcqMqew7S,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
923,JAIME,CASANOVA,OROZCO,14002321,'1983-07-09',74126817,M,AV. CRISTO REDENTOR 454,JAIMECASANOVAOROZCO@gmail.com,,$2y$10$EpFnCYrd4EAL1ei3SUVHJO64nuhtIjXmQ9U6k0h1REZtBdbks3i7W,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
924,LIZET,ARDAYA,CASANOVA,14056293,'1983-04-27',74126818,F,AV. CRISTO REDENTOR 454,LIZETARDAYACASANOVA@gmail.com,,$2y$10$MVVgDdNjYyFw9eFOFOCEMetEOrSdnzdOu8rbP7oXTyT2YB5LsnBSq,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
925,ROBERTO,CASTEDO,PAZ,14745514,'1982-10-11',74126819,M,CALLE COCHABAMBA 909. QUINTO ANILLO,ROBERTOCASTEDOPAZ@gmail.com,,$2y$10$IWVqy1ARowxZJUjoIEKd2uSVWn3tiRg4Sa67wnRLOj24.xI/aaZeS,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
926,ZENIA,VELASCO,TORRICO,12822619,'1983-11-10',74126820,F,CALLE COCHABAMBA 909. QUINTO ANILLO,ZENIAVELASCOTORRICO@gmail.com,,$2y$10$GVpQBtPYgY9UMKb23KBVve/mCxPGrQelP4c6hzk0abfqD45LwBkz2,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
927,JUAN,CASTEDO,PORTUGAL,15459671,'1983-11-16',74126821,M,AV. VIRGEN DE COTOCA 505,JUANCASTEDOPORTUGAL@gmail.com,,$2y$10$PgP5VTG/TEjAaiSjQYLxWeAYDs6dJ/UkD6YTLAV1nVTTTkakDDgoW,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
928,ARGENTINA,VILLARROEL,PERALES,12792527,'1983-02-26',74126822,F,AV. VIRGEN DE COTOCA 505,ARGENTINAVILLARROELPERALES@gmail.com,,$2y$10$Z/5tguBjTwzRh5kMnnvgR.ee6apWA39Gm78YG8XrH2VJTlrswAC8u,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
929,VICENTE,CASTRO,RIVERA,9745178,'1983-08-24',74126823,M,AV. 25 DE MAYO 333,VICENTECASTRORIVERA@gmail.com,,$2y$10$NGxXRKFjv6AsOT7KorKf5uRJR9XHHpa//14E/iS90oB04bHco.INW,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
930,ROSANEIDY,CALAMANI,MARQUEZ,14390927,'1983-10-28',74126824,F,AV. 25 DE MAYO 333,ROSANEIDYCALAMANIMARQUEZ@gmail.com,,$2y$10$CZPxuD3eA3w9g31K3qn0Q.WPugmFImBw29fKZz7AII4.wQXV6ARnK,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
931,EDWIN,CASTRO,TORRICO,9745042,'1983-04-14',74126825,M,Calle Pedro Blanco 505,EDWINCASTROTORRICO@gmail.com,,$2y$10$ikcLehlIR0/lgCaPWeILNupUlSijEdmlNOK4B74VfEGlqzZgwuAeq,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
932,MARIELA,TERAN,SOSA,13240129,'1982-04-16',74126826,F,Calle Pedro Blanco 505,MARIELATERANSOSA@gmail.com,,$2y$10$jqf3XOj0gFmG9N/KqQKk2eeYcikcwQpPonTFG8rVqolpmqjW4QR7G,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
933,RONALD,CAUREY,VEIZAGA,13240013,'1984-09-08',74126827,M,AV. 27 DE MAYO 101,RONALDCAUREYVEIZAGA@gmail.com,,$2y$10$FCqk1t.YZ/I0kNdIpm1uzOVovDPAT/rq2xLE/nUPXxzFokVocuV1q,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
934,ROSMERY,PAZ,MENDOZA,8165646,'1983-12-22',74126828,F,AV. 27 DE MAYO 101,ROSMERYPAZMENDOZA@gmail.com,,$2y$10$SCUt7BqxiWdJof1DfSQ1DeEuqvSDwIoAL9JzvRe0381zr3kH77Ypm,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
935,ESTAMISLAO,CERVANTES,VERGARA,14355874,'1983-05-18',74126829,M,AVENIDA BANZER N° 741,ESTAMISLAOCERVANTESVERGARA@gmail.com,,$2y$10$YZ8rhYwJyA5JKTpfHfgfAez1xYRaLR5bFGkjDhZggKH2wjQcGCtXu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
936,MARIA,HERNANDEZ,VARJA,12664544,'1983-09-28',74126830,F,AVENIDA BANZER N° 741,MARIAHERNANDEZVARJA@gmail.com,,$2y$10$UO9bMYJnq2DWM2jEZd0ELO.qpewInKkrR9HKDR1n3xsMl4ReBJ5GC,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
937,FELIX,CESPEDES,ALCON,12666249,'1983-03-06',74126831,M,CALLE FLORIDA 101,FELIXCESPEDESALCON@gmail.com,,$2y$10$QJhyOkRCP3PR6At89xdMYO0hsEzFd/ziGpASUcqSlJh4oh/gJYRZy,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
938,REINELDA,COLQUE,GUZMAN,13175743,'1983-02-13',74126832,F,CALLE FLORIDA 101,REINELDACOLQUEGUZMAN@gmail.com,,$2y$10$DHvWriJyOM3kAIc86yquFeDtQwr7qNIUbh2sC0GFcW4Yd90OCGgHu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
939,JOSE,CESPEDES,ALVAREZ,8163570,'1983-04-18',74126833,M,AV. SAN MARTÍN 676,JOSECESPEDESALVAREZ@gmail.com,,$2y$10$W1fxYz7DE8STa.gKGzgbGekJ6KvI1bBw9pwQOlAQUZu8u6FkMOXaK,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
940,MIRNA,MENECES,BECERRA,8163571,'1983-12-24',74126834,F,AV. SAN MARTÍN 676,MIRNAMENECESBECERRA@gmail.com,,$2y$10$uwGNkrF.xPFm85wZGt.MKeCxXfyydY9pxc/jzIYSkXdfkjuEN.nM6,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
941,GREGORIO,CESPEDES,APAZA,14001378,'1982-03-08',74126835,M,AV. MUTUALISTA 121,GREGORIOCESPEDESAPAZA@gmail.com,,$2y$10$9eeoVtLUkOk6quojWizXXO/HFxxuFYJS9jPcq8tfF7H/GOFgk8vYm,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
942,ADELA,PAZ,RIVAS,12822375,'1983-10-12',74126836,F,AV. MUTUALISTA 121,ADELAPAZRIVAS@gmail.com,,$2y$10$v/SY/NKIndGNe97en5RYH.DArQi1jtMla74g3mKjHVvJNYoIj1JsS,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
943,JUAN,CHAMBI,BECERRA,13240126,'1983-12-01',74126837,M,AV. SEXTO ANILLO 454,JUANCHAMBIBECERRA@gmail.com,,$2y$10$TI4wBhEoe0K73lh5zvKGiunrB0bltclMzQU9A9iDuCJ3whdEYBpPi,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
944,ANA,MENDOZA,ROBLES,14438773,'1983-09-20',74126838,F,AV. SEXTO ANILLO 454,ANAMENDOZAROBLES@gmail.com,,$2y$10$nwMv942rpQMZiJMxMGfLJ.z9RnQPCBlKJVePi6R.NtWVzBw3hEzsG,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
945,BAILON,CHAVEZ,BECERRA,9638058,'1983-10-20',74126839,M,AV. BANZER 666. CUARTO ANILLO,BAILONCHAVEZBECERRA@gmail.com,,$2y$10$nrsXBYDTKEOtd6zaAFW7eOfVNYwKZz471mQ4L8iSE0N2C/zaV6he2,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
946,RAQUEL,GUTIERREZ,CABRERA,14438677,'1983-08-03',74126840,F,AV. BANZER 666. CUARTO ANILLO,RAQUELGUTIERREZCABRERA@gmail.com,,$2y$10$rdlW9EPdTaRHe7dQy8nttuzgXXG/Y9NvOVR1w5uUZ0.30w2bPo.D6,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
947,GABRIEL,CHAVEZ,COPA,13366763,'1983-06-05',74126841,M,AV. ALEMANA 606. SEGUNDO ANILLO,GABRIELCHAVEZCOPA@gmail.com,,$2y$10$4DCMLasXV0MVthAwOKQDju8ejC3JVl9GFwJ0mNmI4o5tOZsUq.Efi,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
948,FABIOLA,LUNA,VACA,9744508,'1983-08-24',74126842,F,AV. ALEMANA 606. SEGUNDO ANILLO,FABIOLALUNAVACA@gmail.com,,$2y$10$EJLa.iM9eZh5r2pjXGEWo./Vb65Lh7BHNDCtzi8N2RE9bXWldFaEu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
949,CARLOS,CHAVEZ,CUELLAR,12478221,'1983-02-18',74126843,M,CALLE COCHABAMBA 232,CARLOSCHAVEZCUELLAR@gmail.com,,$2y$10$hHXEbKyqf.9oF3J/McceGuiCHWrI.MKOruE14e9oGhWtOIRxbuiUy,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
950,MIRIAN,MAIRA,FERANDEZ,10402931,'1983-02-23',74126844,F,CALLE COCHABAMBA 232,MIRIANMAIRAFERANDEZ@gmail.com,,$2y$10$TommSkgCseqnHuvWqWnQtOzpPNNKDMpJ6c6H6oBVkwGoDtUBZOUh2,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
951,JORGE,CHAVEZ,DELGADILLO,14558307,'1983-06-03',74126845,M,CALLE LIBERTAD 101,JORGECHAVEZDELGADILLO@gmail.com,,$2y$10$9wewOZ6mk2BikaUQDeYMm.BR6od4LeIeP7o0zhEqdvtGlJV7c5fHG,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
952,CARMEN,ORTUÑO,FERNANDEZ,11392520,'1983-08-14',74126846,F,CALLE LIBERTAD 101,CARMENORTUÑOFERNANDEZ@gmail.com,,$2y$10$.D6NHHi.HGs1Pk.JYLygi.jfWIToE1VRNDglx7SCauosscInXCsk6,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
953,ELIAS,CHIRILLA,FERANDEZ,7829276,'1983-01-03',74126847,M,CALLE LIBERTAD 565,ELIASCHIRILLAFERANDEZ@gmail.com,,$2y$10$bITEzcutuGki/29t9z4ypewpXeaW./N882NB6vFProwavpyvKc5Va,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
954,ANTONIA,ROMERO,PEREZ,15565651,'1982-06-03',74126848,F,CALLE LIBERTAD 565,ANTONIAROMEROPEREZ@gmail.com,,$2y$10$/DJbPGUIlv8VreLeHRhlAO6uXeZJR6Xsm2iWGa04XV3.wJgJkMVyS,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
955,EDUARDO,CHOQUE,GALARZA,12822517,'1983-10-07',74126849,M,Av. Irala 999,EDUARDOCHOQUEGALARZA@gmail.com,,$2y$10$EFPK4QFmaNm6yjQA1FcZUeXDg8h/Xuxx2r581.SNTJmxONk6XL0Nu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
956,DANYALINE,CRESPO,GONZALES,9643925,'1984-02-05',74126850,F,Av. Irala 999,DANYALINECRESPOGONZALES@gmail.com,,$2y$10$uz2dXysA.tiBctfTLsggjuZ/ulZpihk.V48XRuHxQcjupZfJw8rxu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
957,MANUEL,CHOQUE,GUARDIA,13446692,'1984-03-28',74126851,M,CALLE PARI 707,MANUELCHOQUEGUARDIA@gmail.com,,$2y$10$7c.9WS113ATA3cH2sqrf4uS3eFgqF6CYMGzrpWeS77XscahpEW0JW,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
958,INGRID,ZARABIA,ARANCIBIA,14238668,'1983-03-03',74126852,F,CALLE PARI 707,INGRIDZARABIAARANCIBIA@gmail.com,,$2y$10$yfO8uP.khi3/JWM8uxNpM.JDNZdkbO4AjMRuwV3DbGpzv9N0Tr2SC,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
959,JAIME,CLAROS,HURTADO,14785402,'1983-07-15',74126853,M,Av. Beni 606,JAIMECLAROSHURTADO@gmail.com,,$2y$10$hQRxLsPQBKXhMKXFde0LwONmB1tQxy76suyaLrIZrH209TnJvxI.i,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
960,BEATRIZ,ORELLANA,PERALES,12725353,'1983-03-16',74126854,F,Av. Beni 606,BEATRIZORELLANAPERALES@gmail.com,,$2y$10$eqztk1KIQQOKQHvp/q0sy.mfKUEUNyhhjrDkmaSvVgDqRh.Qu1OsW,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
961,RODOLFO,CLAURE,JORDAN,12386777,'1983-01-11',74126855,M,CALLE INDEPENDENCIA 707. TERCER ANILLO,RODOLFOCLAUREJORDAN@gmail.com,,$2y$10$WO1PZP2WgGuBuVMo5D6PUe57MXQ1x7cpbSeS1uE.kBkx9eWARgsye,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
962,MARIA,CUIZA,CHAVEZ,9687082,'1983-02-03',74126856,F,CALLE INDEPENDENCIA 707. TERCER ANILLO,MARIACUIZACHAVEZ@gmail.com,,$2y$10$kexAwqv6m4OewpXd9WmVA.VyGMPmcF4oQfbJm.nrcXaBvBY7cvoTi,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
963,VICTOR,CLAURE,MONASTERIO,13953701,'1983-12-03',74126857,M,CALLE ESPAÑA 303,VICTORCLAUREMONASTERIO@gmail.com,,$2y$10$qLKWoSs5LnUIxhQq/BhUm.isDTm/bnbCzSWHf721zP9nI3P7wMkfO,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
964,CARMEN,PEÑA,VAQUERO,8251278,'1984-05-27',74126858,F,CALLE ESPAÑA 303,CARMENPEÑAVAQUERO@gmail.com,,$2y$10$5dQgJAMcVGkClkPqKqAVYuZtqedLHUMBrIDgAzJRU7Hvl/3Asxg.q,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
965,LUIS,CLAURE,RIVERO,9745074,'1984-05-27',74126859,M,CALLE POTOSÍ 121,LUISCLAURERIVERO@gmail.com,,$2y$10$J4Y7Tbsd35QJpyPFMFqf5.riR9NM4zlTTKK4x1tF4Y86CdMm0FPFq,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
966,DANIELA,RODRIGUEZ,INCHAUSPE,9744293,'1984-12-19',74126860,F,CALLE POTOSÍ 121,DANIELARODRIGUEZINCHAUSPE@gmail.com,,$2y$10$Vyha8wgHZqI8sqAl0nGXouA8hDPmz7YRSl9oCILGqRcXxpB0Vte1K,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
967,ARTURO,CLAURE,RODAS,9644346,'1984-11-25',74126861,M,CALLE CAMACHO 555,ARTUROCLAURERODAS@gmail.com,,$2y$10$lMlz2ZVfQZ/7MXJl1vleiOkw2TDjRtI2Qv/MiSGR5wl5dQXmRyku.,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
968,KARINA,TABOADA,CLAROS,7828214,'1984-02-14',74126862,F,CALLE CAMACHO 555,KARINATABOADACLAROS@gmail.com,,$2y$10$7Cbzhhui/vmacWOYlCih0OZIs9oZ08XSfwJhpOWPI5dpjtq4cvIC2,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
969,GERSY,COLQUE,RODRIGUEZ,12387101,'1984-10-15',74126863,M,AV. CENTENARIO 808. CUARTO ANILLO,GERSYCOLQUERODRIGUEZ@gmail.com,,$2y$10$oaihxLFvPiEWk26bDP/eI.9h4Oo.c1IRr8rsqELKPrFuJk01SDR5m,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
970,LILIANA,CHAVEZ,SUAREZ,8128394,'1989-08-14',74126864,F,AV. CENTENARIO 808. CUARTO ANILLO,LILIANACHAVEZSUAREZ@gmail.com,,$2y$10$6gdzoydriEd3lYN31I9FnulxPNmfoVRPe7.O7/y9l.495iqK5yZ1i,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
971,ADEMAR,COLQUE,RODRIGUEZ,12600947,'1983-06-27',74126865,M,CALLE BALLIVIÁN 606,ADEMARCOLQUERODRIGUEZ@gmail.com,,$2y$10$lh4lGU6e0.TUltPU1Q2g0eKXxFFzA2FSAEksyeTr0NKhKq3vA3o6a,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
972,JESSICA,ROJAS,ECHAGUE,11404279,'1984-05-15',74126866,F,CALLE BALLIVIÁN 606,JESSICAROJASECHAGUE@gmail.com,,$2y$10$JTeSJD.VZHGuMLd6kC9oOuJbNIJc4e2ztE6JbDqU7sbXqlCVgql.K,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
973,LUIS,COLQUE,RUIZ,12389044,'1984-11-10',74126867,M,AV. INDEPENDENCIA 666,LUISCOLQUERUIZ@gmail.com,,$2y$10$/V.LSHfGIzWM9hBwrBNDIu3.75iWSHeoZv1cK1jUuVokCGaoLshEO,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
974,MARIELY,YUJRA,PEÑA,13602947,'1983-03-07',74126868,F,AV. INDEPENDENCIA 666,MARIELYYUJRAPEÑA@gmail.com,,$2y$10$g0tEg.C8UBOOL0OY/Z.6oemLNu6RKbsnXUz/W4mNWEkIjyqRt6SEy,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
975,LAUREANO,CONDORI,SALVATIERRA,14128925,'1982-11-10',74126869,M,Calle Lucía Rivera 707,LAUREANOCONDORISALVATIERRA@gmail.com,,$2y$10$WogGOvLrwVLpi5L9EOghMuu25w54zp4svWOaunY8MOD5/zL5KpA8S,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
976,EVA,BAUTISTA,CONDORI,9028308,'1983-04-16',74126870,F,Calle Lucía Rivera 707,EVABAUTISTACONDORI@gmail.com,,$2y$10$5KG7hGY0IT2lrotsvdCIQuquddQTCNDAc3TFEdkx9exj1NtDpm0My,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
977,ADEMAR,CORDOVA,TORRICO,8930992,'1984-11-08',74126871,M,AV. PARAGUÁ 808,ADEMARCORDOVATORRICO@gmail.com,,$2y$10$c1Csx/zQGiM//FN8gJxbYOvZsz42yWkKgaZEa2htNTQGWNoTuyNtC,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
978,MARIELA,MACHADO,SAUCEDO,12349447,'1984-11-14',74126872,F,AV. PARAGUÁ 808,MARIELAMACHADOSAUCEDO@gmail.com,,$2y$10$JlVXxRF0dxXBMmmRO.VXyOmOlyfTQyy3XTYbOq.XVaFMGmkF6nCBi,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
979,JULIO,CORI,VACA,13487269,'1983-04-10',74126873,M,AV. SEGUNDA ANILLO 707,JULIOCORIVACA@gmail.com,,$2y$10$iL5oVY44DndZK5uXNJhAje2wusZ5D8zuM.A1hfec7xV2vn99AAiRa,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
980,NELLY,MONTAÑO,SILES,11333592,'1983-02-24',74126874,F,AV. SEGUNDA ANILLO 707,NELLYMONTAÑOSILES@gmail.com,,$2y$10$eSpDA0sojVeIiZCdeq.bqeyKBU0szNzfb0safMKwaru01fukZ9zyy,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
981,MAXIMO,CORIA,VALDIVIA,7661639,'1983-02-04',74126875,M,CALLE SUCRE 909,MAXIMOCORIAVALDIVIA@gmail.com,,$2y$10$HhxvR.MMir0K/lWATtvkOOyGWy0lg9fNohp1OIkaO3.de3TPlBJXy,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
982,MERY,CRUZ,GOMEZ,13238999,'1984-12-17',74126876,F,CALLE SUCRE 909,MERYCRUZGOMEZ@gmail.com,,$2y$10$ft7s9jLasOafCq4Jvj0xIO9lSSBWZyMhAw/HTAnW63tYjv.Zgbw/m,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
983,MARCO,CORNEJO,AGUIRRE,14239262,'1984-07-19',74126877,M,Av. Cañoto 808,MARCOCORNEJOAGUIRRE@gmail.com,,$2y$10$8gSI8SbnglA367mP3aKK5O5.2wPi8ffzauXBk4V4T7i1FpGorYYMm,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
984,CARMEN,HERRERA,AGUIRRE,9626840,'1983-05-18',74126878,F,Av. Cañoto 808,CARMENHERRERAAGUIRRE@gmail.com,,$2y$10$Zsj9G75vBDC8W.D8JKBGBePvwDp8x3SSQm7jmxzNlVuoKxD8bdQLG,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
985,JOSE,CORONADO,ALMARAZ,7520294,'1984-09-10',74126879,M,CALLE BOQUERÓN 909,JOSECORONADOALMARAZ@gmail.com,,$2y$10$sglQSkE0IW35DKBGjUj8keIBQAukJzJy5oldXELlGP7NFWW/KAr/q,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
986,VIANKA,TICONA,CUELLAR,9767768,'1983-06-07',74126880,F,CALLE BOQUERÓN 909,VIANKATICONACUELLAR@gmail.com,,$2y$10$NBPpsTE8w67Iy18vubvdGuioqJsypXL9KeO87357AvBrG.IC2jyWq,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
987,JOSE,CORTES,BARBOZA,14128954,'1984-03-18',74126881,M,CALLE COLÓN 777,JOSECORTESBARBOZA@gmail.com,,$2y$10$DBpXGZQgIjS5VnOjXeD9NeoRNOErgipvr/yZ5hz8LRKbv5mKsZG3C,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
988,SANDRA,LOAYZA,ASPETTY,15105632,'1983-01-26',74126882,F,CALLE COLÓN 777,SANDRALOAYZAASPETTY@gmail.com,,$2y$10$imf4kmzv1xTtn3ivDb9MSOxYCQpgrxXbe23uBQyeMGDuTbCQmHOxO,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
989,FELIX,CORTEZ,FUERTES,13046081,'1984-09-26',74126883,M,CALLE PARI 787,FELIXCORTEZFUERTES@gmail.com,,$2y$10$0fzBGki9aDM40v25YTuqZ.x3dU7xgMXK8uhMnZBgRbG03N03NG3Iu,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
990,EDITH,BARRIENTOS,MOLINA,13176392,'1984-05-25',74126884,F,CALLE PARI 787,EDITHBARRIENTOSMOLINA@gmail.com,,$2y$10$5xIVpFvA3fGfEyt6KmXIZe7LfgILrn2dY9qhH3/0D4BXWF1vZqTaC,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
991,GIOVANNY,CORTEZ,GALARZA,9010509,'1983-03-16',74126885,M,CALLE BOLÍVAR 787,GIOVANNYCORTEZGALARZA@gmail.com,,$2y$10$wWg9lvito2aXq6BOtpbuWuog/.pwbldU11yqd5xW7S8lFfUGTKsZG,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
992,ANNY,LLANOS,VACA,8161765,'1983-01-31',74126886,F,CALLE BOLÍVAR 787,ANNYLLANOSVACA@gmail.com,,$2y$10$SLTGJ//Ge8Y8YF5B5U19i.4DusnLHYChGkaW3nk81b.yLu.EN9La.,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
993,ELOY,COTA,GOMEZ,8065167,'1984-08-08',74126887,M,AV. OCTAVO ANILLO 333,ELOYCOTAGOMEZ@gmail.com,,$2y$10$fm1JJ7rMBTBUuCPsTwtSUuG.lNsbsKGhWiMMZcciw7s6I1WT8AiCG,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
994,ELLY,CHOQUE,ALCON,7733734,'1982-03-13',74126888,F,AV. OCTAVO ANILLO 333,ELLYCHOQUEALCON@gmail.com,,$2y$10$E0BF6qTUcf3B0wrt4mXF9uXhQ7tNgmrqU0nAjjg1/liq.kqaKxwaS,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
995,JACOB,CRESPO,GOMEZ,14128764,'1983-02-05',74126889,M,AV. SANTOS DUMONT 111,JACOBCRESPOGOMEZ@gmail.com,,$2y$10$7NxB9Mpkb2685zsVx5t.levRywhu38EK8CvbTF7gSOgHhraBJKS.m,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
996,ISABEL,MOCHO,JUSTINIANO,14129434,'1984-04-10',74126890,F,AV. SANTOS DUMONT 111,ISABELMOCHOJUSTINIANO@gmail.com,,$2y$10$2rGW0dcrm4x35YjrNlK/F.JcNVwGGTQQaoUJeBv.PHvXaLJEyCd6K,PPff.,,2024-06-07  5:32:47,2024-06-07  5:32:47
